creator,video_title,link,upload_date,period,food_type,portion_size,views,likes,comments,food_quantity,calories
ErikTheElectric,I Let AI Control Every Meal for Two Weeks,https://www.youtube.com/watch?v=i3q5uZmvky8,2026-01-17,recent,mixed/unknown,super extreme,4663395,161958,8947,000 calorie burger,10000
ErikTheElectric,I Survived The World's Heaviest People's Diets for 7 Days,https://www.youtube.com/watch?v=LkNO9erQ82Y,2025-08-09,recent,mixed/unknown,super extreme,12597224,292628,18920,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Ate The Biggest Foods on the Internet for 10 Days,https://www.youtube.com/watch?v=YFS3E8EiOT8,2025-02-25,recent,mixed/unknown,super extreme,9759599,261987,17526,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Let Popular Food Companies Control My Diet For 7 Days,https://www.youtube.com/watch?v=NyKAerEoB-U,2024-10-07,recent,mixed/unknown,super extreme,13353904,292084,18972,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Finished The ENTIRE Menu Everywhere My Tesla Took Me for a Week,https://www.youtube.com/watch?v=D7UqN8_kTpg,2024-06-09,recent,fast food/mixed,super extreme,15658181,327867,16761,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Let Fast Food Companies Control My Diet for a Week,https://www.youtube.com/watch?v=R251drj4HjI,2024-02-27,recent,mixed/unknown,super extreme,18106977,399823,17921,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Survived 7 World Record Food Challenges In 7 Days,https://www.youtube.com/watch?v=w9XP-naXz_M,2023-12-23,recent,mixed/unknown,super extreme,7115002,175747,8514,000 calories in 15 minutes: https://youtu; 000 calories: https://youtu; 000 calorie burger,15000
ErikTheElectric,I Let The FAMILY In Front Of Me Choose What I Eat For 24 Hours!,https://www.youtube.com/watch?v=iViFbBbvENU,2023-11-12,recent,mixed/unknown,super extreme,21799202,507993,15328,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Survived The Biggest Daily Diet In NFL History,https://www.youtube.com/watch?v=aJLPPck6_CA,2023-10-01,recent,mixed/unknown,super extreme,6318654,125794,6215,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,"10,000+ Calorie Burger Challenge with @WillTennyson",https://www.youtube.com/watch?v=HWio7aeXww4,2023-09-17,recent,burger,extreme,2803745,160255,533,,
ErikTheElectric,I Finished EVERY Secret Menu Item At Fast Food Restaurants For 72 Hours,https://www.youtube.com/watch?v=ZyeBsto2SQ4,2023-08-25,recent,fast food/mixed,super extreme,13494404,206532,8869,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Survived The World's Heaviest Woman's Daily Diet,https://www.youtube.com/watch?v=QrtWMm1dxbY,2023-07-25,recent,mixed/unknown,super extreme,20856896,525950,53161,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Ate ONLY Foods Doctors Say To Avoid For A Day,https://www.youtube.com/watch?v=9leVvHj2SSw,2023-07-03,recent,mixed/unknown,super extreme,7660707,158233,12710,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Survived The World's Heaviest Man's Daily Diet,https://www.youtube.com/watch?v=zAflAITPAl4,2023-06-11,recent,mixed/unknown,super extreme,48982151,777148,76455,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,Eating 10x Recommended Serving Sizes For A Day,https://www.youtube.com/watch?v=c0TCM3G-S3s,2023-05-20,recent,mixed/unknown,super extreme,4342319,91656,7725,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,"Pro Eater Vs. 10,000+ CALORIES of Little Debbie Items!",https://www.youtube.com/watch?v=-qpgSW17tCc,2023-05-13,recent,mixed/unknown,super extreme,1699303,75196,556,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,I Finished The ENTIRE Menu At Every Fast Food Restaurant I Went To For 72 Hours,https://www.youtube.com/watch?v=DKpFZjpgS88,2023-04-30,recent,fast food/mixed,super extreme,22299026,513522,11778,000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,"Eating The 12 UNHEALTHIEST Hostess Items! (10,000+ Calories)",https://www.youtube.com/watch?v=aCtttXk1WVs,2023-04-16,recent,mixed/unknown,super extreme,1208406,60927,560,000 calories of the unhealthiest ones out there; 000 calories: https://youtu; 000 calorie burger,10000
ErikTheElectric,I Survived 24 Hours Of Eating Like Nikocado Avocado,https://www.youtube.com/watch?v=Lm-jHy06Zr8,2023-04-06,recent,mixed/unknown,super extreme,24598090,498432,25975,400lb milestone: https://youtu; 000 calories: https://youtu; 000 calorie burger,100000
ErikTheElectric,Eating The 10 UNHEALTHIEST Girl Scout Cookie Flavors!,https://www.youtube.com/watch?v=iQGHgVFD0v0,2023-03-30,recent,mixed/unknown,super extreme,600464,25927,261,000 calories: https://youtu,100000
ErikTheElectric,Eating The HIGHEST CALORIE Last Meal Request EVER MADE By A Death Row Inmate!,https://www.youtube.com/watch?v=xSq2-FkhpNk,2023-03-21,recent,mixed/unknown,super extreme,10964577,186822,12629,000 calories ; 000 calorie burger,100000
ErikTheElectric,"Pro Eater Vs. 10,000+ CALORIES of KFC Double Downs!",https://www.youtube.com/watch?v=R6Oqwg0t2P4,2023-03-15,recent,fried chicken,super extreme,3491212,184143,1352,000 calories worth) in one sitting; 000 calories: https://youtu,10000
ErikTheElectric,I Survived 24 Hours Of Eating Like Matt Stonie,https://www.youtube.com/watch?v=kR8LLPtJVZA,2023-03-04,recent,mixed/unknown,super extreme,12257062,306871,18777,000 calories ; 000 calorie burger,100000
ErikTheElectric,Pro Eater Vs FOUR Cardi B & Offset McDonald’s Meals,https://www.youtube.com/watch?v=U8uLeV0VByk,2023-02-26,recent,mixed/unknown,super extreme,791752,38663,274,000 calories: https://youtu,100000
ErikTheElectric,I Ate Only FAMILY SIZED Fast Food Meals For a Day,https://www.youtube.com/watch?v=SHVAXf7zVA0,2023-02-22,recent,mixed/unknown,super extreme,23436718,387543,30863,000 calorie challenge: https://youtu; 000 calorie burger,100000
ErikTheElectric,Eating The World's LONGEST Nacho Tray!,https://www.youtube.com/watch?v=DvJsMboGFSk,2023-02-12,recent,mixed/unknown,unknown,1474277,82873,323,,
ErikTheElectric,I FINISHED Every Cheesecake At The Cheesecake Factory,https://www.youtube.com/watch?v=N5UzF3JfGwI,2023-02-05,recent,dessert/sweets,super extreme,4314745,147742,4318,31lbs in 31 hours: https://youtu; 000 calorie challenge: https://youtu; 000 calorie burger,100000
ErikTheElectric,"10,000+ Calorie Crumbl Cookie Challenge DESTROYED!",https://www.youtube.com/watch?v=7O7tWQ8fTLI,2023-01-29,recent,mixed/unknown,super extreme,775327,44207,311,000 calorie burger,10000
ErikTheElectric,I Gained 31 POUNDS in 31 HOURS!,https://www.youtube.com/watch?v=sBgqNTJ2XZI,2023-01-22,recent,mixed/unknown,super extreme,3684075,88754,3272,31 pounds in 31 hours; 31 pounds in 31 hours; 000 calorie challenge: https://youtu,100000
ErikTheElectric,"Pro Eater Vs. 5,000+ Calorie PayDay Bar",https://www.youtube.com/watch?v=Y2O0kAs0_1E,2023-01-15,recent,mixed/unknown,extreme,775943,36206,195,,
ErikTheElectric,I Finished EVERY ITEM On The Sonic Menu!,https://www.youtube.com/watch?v=1lUjOMkaPqA,2023-01-08,recent,fast food/mixed,unknown,5010884,145281,6411,50 calorie packed items on it,
ErikTheElectric,I FINISHED 103 Holiday Junk Foods In 48 Hours,https://www.youtube.com/watch?v=Qh__01tvc90,2022-12-23,recent,mixed/unknown,unknown,2521244,56925,2263,,
ErikTheElectric,I Survived 24 Hours Of Eating The World's Most Fattening Foods,https://www.youtube.com/watch?v=4BATbTK7vPs,2022-12-15,recent,mixed/unknown,unknown,7733552,145905,8792,,
ErikTheElectric,The ENTIRE In N Out Menu Challenge TRIPLED!,https://www.youtube.com/watch?v=sWX1a75ePTA,2022-12-03,recent,fast food/mixed,extreme,1842134,53742,2121,,
ErikTheElectric,Pro Eater Vs. Endless Pasta At Olive Garden!,https://www.youtube.com/watch?v=4TO1iZlWaNw,2022-12-01,recent,mixed/unknown,unknown,7924287,421447,2058,,
ErikTheElectric,I Survived 24 Hours Of Eating Like A My 600lb Life Participant,https://www.youtube.com/watch?v=Z2wffutkRBw,2022-11-24,recent,mixed/unknown,unknown,10599455,204446,17759,"600lb life participant the contestants on the show ""my 600lb life"" are known to have very high calorie meals; 600 pounds (270 kg)",
ErikTheElectric,The World's BIGGEST Thanksgiving Platter DESTROYED!,https://www.youtube.com/watch?v=qwry1KtWgcc,2022-11-19,recent,mixed/unknown,super extreme,1843348,47470,2416,,
ErikTheElectric,America's HIGHEST CALORIE Burger Challenge.. DOUBLED!,https://www.youtube.com/watch?v=SA9m1RMp8cw,2022-11-10,recent,burger,super extreme,2951276,68953,1234,000 calories; 000 calorie burger challenge; 000 calories: https://youtu,20000
ErikTheElectric,Pro Eater Vs. Golden Corral Buffet,https://www.youtube.com/watch?v=0258tsnusWs,2022-11-08,recent,mixed/unknown,super extreme,4225481,291831,3142,000 calories: https://youtu,100000
ErikTheElectric,I Finished As Many GIANT Candy Bars As POSSIBLE In 48 Hours!,https://www.youtube.com/watch?v=q8Gi2DS4L34,2022-10-30,recent,mixed/unknown,super extreme,7570294,142438,10052,5lb hersheys bar and more chocolate bars,
ErikTheElectric,Finish EVERY WING On The Tray.. Or Eat The WORLD'S HOTTEST Chip!,https://www.youtube.com/watch?v=it8JICkC1TM,2022-10-23,recent,mixed/unknown,super extreme,1756628,44931,1712,000 calories of chicken wings,10000
ErikTheElectric,"THIS BURGER CHALLENGE HAS DEFEATED 1,000+ PEOPLE! | ELECTRIC EATS THE WORLD #5",https://www.youtube.com/watch?v=ngqZGP0RnTw,2022-10-16,recent,burger,extreme,3987220,97704,1325,,
ErikTheElectric,Eating EVERY Sandwich On The Wingstop Menu!,https://www.youtube.com/watch?v=P6-7XULkMWk,2022-10-09,recent,fast food/mixed,unknown,2355225,52597,943,,
ErikTheElectric,Eating The WORLD'S BIGGEST Order of Adult Happy Meals!,https://www.youtube.com/watch?v=p8Uhzt2O6XY,2022-10-06,recent,mixed/unknown,super extreme,1063590,29604,1101,,
ErikTheElectric,EAT 3 XL PIZZAS BEFORE THEY GET DELIVERED OR TIP $350 CHALLENGE!,https://www.youtube.com/watch?v=QMlYTb5gD14,2022-10-01,recent,pizza,super extreme,1108874,30060,839,000 calorie pizza food challenge,10000
ErikTheElectric,Eating The TOP NFL Players UNHEALTHIEST Cheat Meals!,https://www.youtube.com/watch?v=_Bw7IhKAMOk,2022-09-22,recent,mixed/unknown,unknown,1951374,48186,657,,
ErikTheElectric,Eating EVERY Item On The Panda Express Menu!,https://www.youtube.com/watch?v=FCJzQBgK-7U,2022-09-15,recent,fast food/mixed,super extreme,2890000,70461,2004,000 calories,13000
ErikTheElectric,EATING AS MANY CALORIES AS POSSIBLE ON MY BIRTHDAY CHALLENGE!,https://www.youtube.com/watch?v=15UM3-Bb_Uc,2022-09-07,recent,mixed/unknown,extreme,4001853,111260,3297,,
ErikTheElectric,EAT EVERYTHING ON THE TABLE OR TIP $300 TO THE WAITER CHALLENGE!,https://www.youtube.com/watch?v=9LjM49Egg9A,2022-08-28,recent,fast food/mixed,super extreme,6460243,142373,1511,000 calorie challenge food eating challenge,10000
ErikTheElectric,EATING EVERY CINNAMON TOAST CRUNCH ITEM ON MY TABLE CHALLENGE!,https://www.youtube.com/watch?v=pxGTc4jE6i8,2022-08-21,recent,mixed/unknown,extreme,864963,23697,623,,
ErikTheElectric,"I Ate $1,000 Worth of Food In One Day.",https://www.youtube.com/watch?v=co07EA4iFEU,2022-08-14,recent,mixed/unknown,unknown,3307222,98795,2538,,
ErikTheElectric,Eating The UNHEALTHIEST Avengers Cheat Meals Challenge!,https://www.youtube.com/watch?v=Rqv_5H8c8lY,2022-08-07,recent,mixed/unknown,extreme,1311690,39458,1014,,
ErikTheElectric,Eating EVERY Item On The KFC Menu!,https://www.youtube.com/watch?v=tHEHzQckkc4,2022-07-31,recent,fried chicken,super extreme,4203271,95156,3918,000 calories,13000
ErikTheElectric,Eating EVERY Ben & Jerry's Item On My Table In 60 MINUTES!,https://www.youtube.com/watch?v=UksmeyKQv6E,2022-07-24,recent,mixed/unknown,unknown,1562053,37919,1207,,
ErikTheElectric,THE ULTIMATE AMERICAN CRAVINGS PLATTER! (PART 4),https://www.youtube.com/watch?v=64RRc7IPoRo,2022-07-17,recent,mixed/unknown,unknown,863856,25390,967,,
ErikTheElectric,The Challenge I NEVER Should've Ordered Two Of.. | Electric Eats The World #4,https://www.youtube.com/watch?v=UAe32T9y2p0,2022-07-14,recent,mixed/unknown,extreme,2773473,81597,2257,55 burgers: @placeholder384 ,
ErikTheElectric,Eating EVERY Pizookie On The BJ's Menu!,https://www.youtube.com/watch?v=sN_uSvx1_Zs,2022-07-09,recent,fast food/mixed,unknown,431769,17115,707,,
ErikTheElectric,Eating The BIGGEST PIZZA I Could Find In My City!,https://www.youtube.com/watch?v=rqx73bN9OJQ,2022-06-30,recent,pizza,super extreme,888674,30670,1486,,
ErikTheElectric,Eating The WORLD'S BIGGEST Order Of McNuggets!,https://www.youtube.com/watch?v=QjzvwUl_wGs,2022-06-25,recent,mixed/unknown,super extreme,7502613,153317,5306,000 calories of straight protein,10000
ErikTheElectric,The ULTIMATE Cheat Day In Los Angeles | Electric Eats The World (Episode #3),https://www.youtube.com/watch?v=U0YzDVXD6Nk,2022-06-21,recent,mixed/unknown,unknown,1340160,44519,1218,,
ErikTheElectric,Eating The UNHEALTHIEST Celebrity Cheat Meals!,https://www.youtube.com/watch?v=qGKhGw3ql8Y,2022-06-16,recent,mixed/unknown,unknown,4681266,102193,2900,,
ErikTheElectric,THE ULTIMATE KFC JACK HARLOW MEAL CHALLENGE!,https://www.youtube.com/watch?v=PHPNKo2yCGQ,2022-06-12,recent,fried chicken,extreme,664488,22716,657,,
ErikTheElectric,Eating Top USA Foods That Are BANNED In Other Countries!,https://www.youtube.com/watch?v=weWdyD5R8e8,2022-06-08,recent,mixed/unknown,unknown,569217,19501,949,,
ErikTheElectric,THE CLASH OF THE CALORIES!  (Five Guys Vs Shake Shack),https://www.youtube.com/watch?v=U0Iql9NNstw,2022-06-02,recent,mixed/unknown,extreme,1003956,30715,2143,,
ErikTheElectric,"The 25 Cinnabon Challenge! (22,000 Calories)",https://www.youtube.com/watch?v=ulkHLA-bZ2A,2022-05-28,recent,mixed/unknown,super extreme,695880,22729,1201,000 calories) the 25 cinnabon cinnamon roll challenge; 000 calories); 000 calories which makes this one of the highest calorie single sitting challenges i've attempted to do this year,22000
ErikTheElectric,The World's BIGGEST Chinese Food Platter Challenge!,https://www.youtube.com/watch?v=YKZLTo93ULY,2022-05-21,recent,mixed/unknown,super extreme,7771646,165568,6917,,
ErikTheElectric,Eating The UNHEALTHIEST Grocery Store Foods Available!,https://www.youtube.com/watch?v=rxB-yc2RqLQ,2022-05-15,recent,mixed/unknown,unknown,6377319,123775,3876,,
ErikTheElectric,Eating AS MANY CALORIES AS POSSIBLE For 8 HOURS!,https://www.youtube.com/watch?v=v72DOz_xFrY,2022-05-08,recent,mixed/unknown,extreme,5607431,161296,4348,,
ErikTheElectric,Eating EVERY ITEM On The Wendy's Menu!,https://www.youtube.com/watch?v=JObzA3LWiZA,2022-05-01,recent,fast food/mixed,unknown,3655215,88630,4121,,
ErikTheElectric,If I Was Given One LAST Meal.. THIS Is What It Would Be!,https://www.youtube.com/watch?v=tfPrHAZEbr4,2022-04-24,recent,mixed/unknown,unknown,2529026,80462,2415,,
ErikTheElectric,The 100 CADBURY CREME EGG CHALLENGE!,https://www.youtube.com/watch?v=P0XIuhlcNSA,2022-04-17,recent,mixed/unknown,super extreme,759564,23782,2215,150 calories in it; 000 calories of chocolate,15000
ErikTheElectric,CLASH OF THE CALORIES! (MCDONALDS VS. BURGER KING),https://www.youtube.com/watch?v=atSivyFybRE,2022-04-13,recent,burger,extreme,1884822,50104,4493,,
ErikTheElectric,THE ULTIMATE AMERICAN PASTA PLATTER CHALLENGE!,https://www.youtube.com/watch?v=AE9B4UzQJQQ,2022-04-06,recent,mixed/unknown,extreme,2087689,55150,1588,,
ErikTheElectric,THE AS MANY CALORIES AS POSSIBLE CHALLENGE! (NEW RECORD ATTEMPT),https://www.youtube.com/watch?v=rPRTVZm3eKg,2022-03-31,recent,mixed/unknown,super extreme,1802164,63387,1124,000 calories back a while back so i had a lot of work to do in this challenge,22000
ErikTheElectric,PIZZA HUT'S BIG DINNER BOX CHALLENGE.. DOUBLED!,https://www.youtube.com/watch?v=qcQan1QM9QQ,2022-03-23,recent,pizza,extreme,3901991,89528,3167,,
ErikTheElectric,THE LUCKY CHARMS OVERLOAD CHALLENGE!,https://www.youtube.com/watch?v=4_R2syHGDd8,2022-03-17,recent,mixed/unknown,extreme,394535,14372,899,,
ErikTheElectric,THE WORLD'S BIGGEST ORDER OF TACO BELL NACHO CHEESE FRIES!,https://www.youtube.com/watch?v=9PUy4jimPPo,2022-03-13,recent,taco/burrito,super extreme,410227,15380,456,,
ErikTheElectric,I Ate My WEIGHT In DONUTS For 24 Hours!,https://www.youtube.com/watch?v=7FWe8b7qiUo,2022-03-06,recent,dessert/sweets,unknown,1235275,42586,1815,,
ErikTheElectric,CLASH OF THE CALORIES! (KFC VS. POPEYES),https://www.youtube.com/watch?v=G6GRqwYUQkw,2022-02-27,recent,fried chicken,extreme,2081200,50258,1911,,
ErikTheElectric,Eating My HEIGHT In Oreo Cookies! (INSANE Food Challenge),https://www.youtube.com/watch?v=oZFiCVxH6bk,2022-02-20,recent,mixed/unknown,extreme,1023414,28604,1471,,
ErikTheElectric,THE ULTIMATE AMERICAN SUPERBOWL CRAVINGS PLATTER!,https://www.youtube.com/watch?v=x0SGJlCx_IU,2022-02-13,recent,mixed/unknown,unknown,3802901,118336,3462,,
ErikTheElectric,"THE 10,000+ CALORIE MR BEAST CHOCOLATE BAR CHALLENGE!",https://www.youtube.com/watch?v=qNT9xikbh0I,2022-02-09,recent,mixed/unknown,super extreme,415981,18799,1130,000 calories worth of mr beast's new chocolate bars,10000
ErikTheElectric,Eating $500 Worth of Food In ONE DAY!,https://www.youtube.com/watch?v=wSSj4pMeLPg,2022-02-05,recent,mixed/unknown,unknown,2571849,85902,1903,,
ErikTheElectric,"THE AMERICAN JUNK FOOD FACE OFF! (12,000+ Calorie Food Challenge)",https://www.youtube.com/watch?v=VaSrvgVc3RE,2022-01-29,recent,mixed/unknown,extreme,404257,16744,575,,
ErikTheElectric,"PRO EATER VS. FAZE RUG! (40,000+ Calorie Cheat Day Challenge)",https://www.youtube.com/watch?v=30Q4n0asZnY,2022-01-23,recent,mixed/unknown,extreme,1158232,38756,700,,
ErikTheElectric,The Superman Daily Diet Challenge..TRIPLED!,https://www.youtube.com/watch?v=JbsFvjxPQEg,2022-01-16,recent,mixed/unknown,extreme,749108,26034,1204,,
ErikTheElectric,The Clash Of The Calories! (Krispy Kreme Vs. Dunkin Donuts),https://www.youtube.com/watch?v=Au0Zy8_2d3w,2022-01-09,recent,dessert/sweets,extreme,764125,26858,1911,,
ErikTheElectric,Eating EVERY ITEM On The Burger King Menu!,https://www.youtube.com/watch?v=J94xawFGTAg,2022-01-02,recent,burger,large,5018447,110557,6069,,
ErikTheElectric,I Ate My Subscribers Favorite W.O.W Moments of 2021!,https://www.youtube.com/watch?v=BEp6yIYB-mY,2021-12-28,mid,mixed/unknown,unknown,810361,30393,988,,
ErikTheElectric,THE UNLIMITED CALORIE CHALLENGE! (HOLIDAY EDITION),https://www.youtube.com/watch?v=b6B5rXQ1JCI,2021-12-21,mid,mixed/unknown,super extreme,4563292,70978,2456,000 calories for this challenge,70000
ErikTheElectric,"THE 50 MCDONALDS HOLIDAY PIE CHALLENGE! (13,000+ CALORIES)",https://www.youtube.com/watch?v=fBx_urHKOU8,2021-12-13,mid,mixed/unknown,extreme,343284,15741,873,8lbs,
ErikTheElectric,Eating The UNHEALTHIEST Holiday Foods On EARTH!,https://www.youtube.com/watch?v=xxo9H7aDj_s,2021-12-07,mid,mixed/unknown,unknown,463671,18467,742,,
ErikTheElectric,THE ULTIMATE AMERICAN CRAVINGS PLATTER! (PART TWO),https://www.youtube.com/watch?v=mDl-2AGXtSc,2021-11-30,mid,mixed/unknown,unknown,2478948,78049,1592,,
ErikTheElectric,"Eating The VIRAL 9” Reese’s Pie! (7,680 Calories) #shorts",https://www.youtube.com/watch?v=6BH1NycjJ6A,2021-11-25,mid,mixed/unknown,extreme,816423,45958,442,680 calories) #shorts eating the viral 9” reese’s pie; 680 calories) #shorts,7680
ErikTheElectric,I ATE LIKE CALORIES DIDN'T EXIST FOR 24 HOURS! (EPIC CHEAT DAY),https://www.youtube.com/watch?v=L6TtBfQL8ps,2021-11-24,mid,mixed/unknown,extreme,1068169,42069,1039,,
ErikTheElectric,"I TESTED MY BLOOD SUGAR.. AFTER EATING 1,000 GRAMS OF SUGAR!",https://www.youtube.com/watch?v=R7RgRRaOWlg,2021-11-18,mid,mixed/unknown,unknown,534699,20353,668,,
ErikTheElectric,"THE ULTIMATE ""ALL YOU CAN EAT"" AMERICAN PANCAKE CHALLENGE!",https://www.youtube.com/watch?v=ZTK3bCTFjws,2021-11-14,mid,dessert/sweets,extreme,409580,15741,691,43 pancakes a few years ago,
ErikTheElectric,THE CLASH OF THE CALORIES! (PIZZA HUT VS. DOMINOS),https://www.youtube.com/watch?v=JYySnHJibdQ,2021-11-07,mid,pizza,extreme,927242,39745,1360,,
ErikTheElectric,THE IRONMAN BUFFET CHALLENGE! (30 DIFFERENT MENU ITEMS),https://www.youtube.com/watch?v=OS7N7zM-918,2021-11-04,mid,fast food/mixed,extreme,680280,23097,628,,
ErikTheElectric,"EATING 30,000 CALORIES OF HALLOWEEN CANDY IN 24 HOURS! (INSANE CHALLENGE)",https://www.youtube.com/watch?v=fiS09ax-5kE,2021-10-31,mid,mixed/unknown,super extreme,579168,23408,1251,000 calories of halloween candy in 24 hours; 000 calories in 24 hours; 000 calories in less than 24 hours,30000
ErikTheElectric,THE WORLD’S UNHEALTHIEST SUSHI PLATTER CHALLENGE!,https://www.youtube.com/watch?v=u3QwxCQcDFs,2021-10-24,mid,mixed/unknown,extreme,943417,30538,1016,,
ErikTheElectric,THE 60x60 IN-N-OUT BURGER CHALLENGE!,https://www.youtube.com/watch?v=uVDKhxvSwfc,2021-10-17,mid,burger,extreme,521866,21834,1419,,
ErikTheElectric,"THE 13,000+ CALORIE MCDONALDS BAKERY CHALLENGE!",https://www.youtube.com/watch?v=-3NddT_EkWw,2021-10-10,mid,mixed/unknown,extreme,425201,17685,845,,
ErikTheElectric,THE ULTIMATE LAS VEGAS CHEAT DAY | ELECTRIC EATS THE WORLD (EPISODE #2),https://www.youtube.com/watch?v=p2H3B_At8ho,2021-10-03,mid,mixed/unknown,unknown,1230266,42622,1551,,
ErikTheElectric,THE ULTIMATE MOVIE THEATER CANDY CHALLENGE!,https://www.youtube.com/watch?v=v-PRIT8pVGw,2021-09-26,mid,mixed/unknown,extreme,507994,18586,1180,,
ErikTheElectric,THE 50 PIECE KFC CHICKEN CHALLENGE!,https://www.youtube.com/watch?v=m7cj-1UD9xw,2021-09-19,mid,fried chicken,extreme,877229,31998,1375,50 piece kfc chicken challenge; 50 pieces of kfc chicken,
ErikTheElectric,THE ENTIRE TACO BELL MENU CHALLENGE!,https://www.youtube.com/watch?v=ljeVy9esVzM,2021-09-12,mid,taco/burrito,extreme,2913317,69249,3499,,
ErikTheElectric,RETRYING MY FIRST EVER FOOD CHALLENGE! (WITH DOUBLE THE CALORIES),https://www.youtube.com/watch?v=vICUnzRFXqs,2021-09-06,mid,mixed/unknown,extreme,588280,23683,967,,
ErikTheElectric,"THE WORLD'S UNHEALTHIEST BIRTHDAY CAKE! (19,000+ CALORIES)",https://www.youtube.com/watch?v=ilO0FNyG2Y4,2021-09-01,mid,dessert/sweets,extreme,1330236,64110,2243,,
ErikTheElectric,THE ULTIMATE 2021 W.O.W MOMENT FOOD CHALLENGE!,https://www.youtube.com/watch?v=0S6drI57BsY,2021-08-26,mid,mixed/unknown,extreme,469044,21696,785,,
ErikTheElectric,THE UNLIMITED CALORIE AMERICAN FOOD COURT CHALLENGE!,https://www.youtube.com/watch?v=mc3Midoozu0,2021-08-22,mid,mixed/unknown,extreme,1962811,55213,1475,,
ErikTheElectric,THE ULTIMATE AMERICAN CRAVINGS PLATTER CHALLENGE!,https://www.youtube.com/watch?v=N0YjhI195JE,2021-08-15,mid,mixed/unknown,extreme,1666336,57559,2378,,
ErikTheElectric,EATING THE 10 HIGHEST SUGAR ITEMS IN FAST FOOD!,https://www.youtube.com/watch?v=_M_femXjEv0,2021-08-08,mid,mixed/unknown,unknown,1189859,35052,1083,,
ErikTheElectric,THE 200 POPEYES CHICKEN NUGGET CHALLENGE!,https://www.youtube.com/watch?v=XOVOibpSC0k,2021-08-01,mid,fried chicken,extreme,3340544,105973,3406,,
ErikTheElectric,"The AFTERMATH of the 50,000 Calorie Cheat Day Challenge",https://www.youtube.com/watch?v=6N9GbSKztaM,2021-07-29,mid,mixed/unknown,super extreme,1762727,49604,1020,000 calorie cheat day challenge the 50; 000 calorie challenge cheat day aftermath; 000 calorie cheat day challenge,50000
ErikTheElectric,"THE 50,000 CALORIE CHEAT DAY CHALLENGE!",https://www.youtube.com/watch?v=foJBnXwBMxI,2021-07-22,mid,mixed/unknown,super extreme,11957921,355713,9449,000 calorie cheat day challenge; 000 calorie cheat day challenge; 50000calories ,50000
ErikTheElectric,"Eating The 10 SALTIEST Menu Items in Fast Food! (12,000+ Calorie Challenge)",https://www.youtube.com/watch?v=jlBYWwdc_bg,2021-07-15,mid,fast food/mixed,extreme,2319386,57935,1368,,
ErikTheElectric,I Ate The 10 UNHEALTHIEST Deep Fried Food Creations In America!,https://www.youtube.com/watch?v=c6TM9ExXPjg,2021-07-08,mid,mixed/unknown,unknown,1063208,33553,1416,,
ErikTheElectric,"I Tried To EAT & BURN 10,000 Calories in ONE Bike Ride!",https://www.youtube.com/watch?v=p-joa3gLL0k,2021-07-01,mid,mixed/unknown,super extreme,399749,17355,898,000 calories in one bike ride; 000 calories in the same bike ride,10000
ErikTheElectric,Eating EVERY Item At Shake Shack! ($150+ Food Challenge),https://www.youtube.com/watch?v=tYyrNazMLLI,2021-06-26,mid,mixed/unknown,extreme,1092875,35260,1634,,
ErikTheElectric,Eating The 12 UNHEALTHIEST Ice Cream Pints in America!,https://www.youtube.com/watch?v=rj20UAcwvzI,2021-06-19,mid,mixed/unknown,unknown,548675,21077,1058,,
ErikTheElectric,"I Did A 10,000+ Calorie Challenge EVERY DAY.. For 10 Days In a Row!",https://www.youtube.com/watch?v=Nv8b3lKmr-M,2021-06-12,mid,mixed/unknown,super extreme,5308419,141936,3251,000 calories every day for 10 days in a row,10000
ErikTheElectric,Each Like On My Last Video = 1 Calorie I HAVE To Eat..,https://www.youtube.com/watch?v=et8T708iq-k,2021-06-05,mid,mixed/unknown,extreme,503668,29408,606,1 calorie i have to eat; 1 calorie i have to eat,
ErikTheElectric,"The Cinnabon OVERLOAD! (15,000+ Calorie Food Challenge)",https://www.youtube.com/watch?v=p0vveYFEkbI,2021-05-29,mid,mixed/unknown,super extreme,869292,37824,1612,000 calories of cinnabon in one food challenge,15000
ErikTheElectric,The $100 McDonalds Breakfast Platter Challenge!,https://www.youtube.com/watch?v=Jul-yRJVTkQ,2021-05-22,mid,mixed/unknown,extreme,1622927,48663,1953,,
ErikTheElectric,"The 100 Krispy Kreme Donut Challenge! (19,000+ Calories)",https://www.youtube.com/watch?v=UZH3PeSj6eA,2021-05-15,mid,dessert/sweets,extreme,1692958,46645,2261,,
